order_item_id,order_id,product_id,seller_id,quantity,unit_price,discount_amount,line_total,batch_date
150870,50267,8364,53,2,382.65,0.0,765.3,2026-07-12
150871,50268,2374,119,3,123.62,0.0,370.86,2026-07-12
150872,50268,2746,16,2,32377.19,0.0,64754.38,2026-07-12
150873,50268,5528,150,1,10159.9,1911.39,8248.51,2026-07-12
150874,50268,6912,14,2,5208.38,616.27,9800.49,2026-07-12
150875,50269,4774,50,3,39491.07,0.0,118473.21,2026-07-12
150876,50269,4383,157,2,2014.91,0.0,4029.82,2026-07-12
150877,50269,9919,128,2,432.94,0.0,865.88,2026-07-12
150878,50270,7378,15,1,14325.79,0.0,14325.79,2026-07-12
150879,50270,6783,194,3,4533.93,2206.74,11395.05,2026-07-12
150880,50270,2742,128,3,11922.84,0.0,35768.52,2026-07-12
150881,50270,3013,87,1,733.42,56.97,676.45,2026-07-12
150882,50270,379,29,2,34614.48,5635.4,63593.56,2026-07-12
150883,50271,7753,73,3,222.71,81.97,586.16,2026-07-12
150884,50272,8585,72,3,8358.11,2641.26,22433.07,2026-07-12
150885,50272,1364,173,3,4615.27,0.0,13845.81,2026-07-12
150886,50272,1703,56,2,15521.32,0.0,31042.64,2026-07-12
150887,50272,4301,140,1,11088.98,0.0,11088.98,2026-07-12
150888,50273,2072,74,1,3677.46,596.19,3081.27,2026-07-12
150889,50273,2151,38,2,1134.62,0.0,2269.24,2026-07-12
150890,50273,8631,4,2,717.04,0.0,1434.08,2026-07-12
150891,50273,2796,87,2,449.26,0.0,898.52,2026-07-12
150892,50274,4464,173,1,2480.23,0.0,2480.23,2026-07-12
150893,50274,8988,177,2,2096.68,0.0,4193.36,2026-07-12
150894,50274,7289,188,3,852.95,0.0,2558.85,2026-07-12
150895,50274,2214,194,2,794.02,0.0,1588.04,2026-07-12
150896,50274,8836,27,3,2068.11,0.0,6204.33,2026-07-12
150897,50275,7892,169,1,11033.07,0.0,11033.07,2026-07-12
150898,50275,8842,165,2,359.19,0.0,718.38,2026-07-12
150899,50275,3722,48,1,4124.61,0.0,4124.61,2026-07-12
150900,50276,8575,80,1,12327.5,0.0,12327.5,2026-07-12
150901,50277,8768,22,2,13099.1,3320.66,22877.54,2026-07-12
150902,50277,137,34,2,258.37,0.0,516.74,2026-07-12
150903,50277,8060,122,3,405.92,158.09,1059.67,2026-07-12
150904,50277,7817,178,1,14387.2,0.0,14387.2,2026-07-12
150905,50278,6746,178,2,11169.97,0.0,22339.94,2026-07-12
150906,50278,9185,18,1,2463.67,0.0,2463.67,2026-07-12
150907,50279,6200,64,2,353.49,0.0,706.98,2026-07-12
150908,50279,3615,86,3,9000.75,0.0,27002.25,2026-07-12
150909,50279,4309,34,3,1269.55,0.0,3808.65,2026-07-12
150910,50279,1298,38,3,2163.9,843.22,5648.48,2026-07-12
150911,50280,4405,155,1,6570.74,593.91,5976.83,2026-07-12
150912,50280,6766,157,3,3120.79,0.0,9362.37,2026-07-12
150913,50280,3081,23,2,395.36,84.28,706.44,2026-07-12
150914,50280,1122,115,3,474.95,0.0,1424.85,2026-07-12
150915,50280,2989,44,2,4744.52,503.02,8986.02,2026-07-12
150916,50281,8765,143,1,415.83,33.98,381.85,2026-07-12
150917,50282,4623,76,2,4885.55,664.09,9107.01,2026-07-12
150918,50283,135,47,1,1491.0,0.0,1491.0,2026-07-12
150919,50283,3815,171,2,10608.41,0.0,21216.82,2026-07-12
150920,50283,1478,168,2,4200.91,0.0,8401.82,2026-07-12
150921,50283,2469,65,2,836.15,0.0,1672.3,2026-07-12
150922,50284,5411,165,1,2838.33,0.0,2838.33,2026-07-12
150923,50285,919,95,2,471.66,158.83,784.49,2026-07-12
150924,50285,4367,155,2,1108.38,276.58,1940.18,2026-07-12
150925,50286,6252,114,3,1208.54,473.38,3152.24,2026-07-12
150926,50286,207,145,2,6761.44,1866.51,11656.37,2026-07-12
150927,50286,1999,30,1,16174.03,2617.22,13556.81,2026-07-12
150928,50287,8539,48,3,846.04,0.0,2538.12,2026-07-12
150929,50288,6376,186,3,317.94,0.0,953.82,2026-07-12
150930,50288,5114,20,3,2782.12,0.0,8346.36,2026-07-12
150931,50288,5294,52,3,7009.74,1946.6,19082.62,2026-07-12
150932,50288,2599,30,2,1828.29,0.0,3656.58,2026-07-12
150933,50289,5906,89,3,12366.99,5449.67,31651.3,2026-07-12
150934,50289,854,7,1,781.89,106.04,675.85,2026-07-12
150935,50290,5317,31,3,3133.24,1860.93,7538.79,2026-07-12
150936,50290,247,192,1,8585.16,1209.36,7375.8,2026-07-12
150937,50290,2743,75,1,7625.44,0.0,7625.44,2026-07-12
150938,50290,4524,200,3,4944.32,0.0,14832.96,2026-07-12
150939,50291,2540,146,2,10087.85,1316.81,18858.89,2026-07-12
150940,50291,6085,18,3,1914.9,0.0,5744.7,2026-07-12
150941,50291,1467,75,3,3136.84,686.3,8724.22,2026-07-12
150942,50291,4076,81,2,2942.3,0.0,5884.6,2026-07-12
150943,50291,2584,2,3,536.18,0.0,1608.54,2026-07-12
150944,50292,2062,112,2,892.03,132.2,1651.86,2026-07-12
150945,50293,5691,33,2,5440.19,0.0,10880.38,2026-07-12
150946,50293,7188,83,2,3967.28,0.0,7934.56,2026-07-12
150947,50293,3162,14,2,2206.83,0.0,4413.66,2026-07-12
150948,50293,350,36,3,14986.43,4170.62,40788.67,2026-07-12
150949,50293,6190,185,3,9802.66,0.0,29407.98,2026-07-12
150950,50294,3058,22,2,425.63,0.0,851.26,2026-07-12
150951,50294,8907,130,3,4268.71,0.0,12806.13,2026-07-12
150952,50294,5697,70,3,8169.2,4522.02,19985.58,2026-07-12
150953,50294,5304,28,3,484.02,90.08,1361.98,2026-07-12
150954,50294,7675,121,2,14426.22,0.0,28852.44,2026-07-12
150955,50295,6015,103,3,895.71,299.77,2387.36,2026-07-12
150956,50295,7440,21,1,2947.98,0.0,2947.98,2026-07-12
150957,50295,12,26,2,112.63,0.0,225.26,2026-07-12
150958,50295,8290,60,1,595.7,0.0,595.7,2026-07-12
150959,50295,6211,197,1,447.84,0.0,447.84,2026-07-12
150960,50296,6349,112,1,2147.54,0.0,2147.54,2026-07-12
150961,50296,3111,51,2,24432.69,0.0,48865.38,2026-07-12
150962,50296,8587,64,2,44601.58,5959.29,83243.87,2026-07-12
150963,50296,8152,64,3,4434.23,0.0,13302.69,2026-07-12
150964,50296,9036,160,1,2381.06,0.0,2381.06,2026-07-12
150965,50297,2927,23,1,831.78,162.55,669.23,2026-07-12
150966,50297,513,113,1,8365.58,1504.35,6861.23,2026-07-12
150967,50298,6367,99,1,1097.07,0.0,1097.07,2026-07-12
150968,50298,8027,152,3,2597.08,0.0,7791.24,2026-07-12
150969,50298,8616,5,1,756.28,0.0,756.28,2026-07-12
150970,50298,9672,41,1,10077.04,0.0,10077.04,2026-07-12
150971,50298,4194,81,1,1287.6,0.0,1287.6,2026-07-12
150972,50299,5914,48,3,48610.46,0.0,145831.38,2026-07-12
150973,50300,6047,196,1,10321.21,0.0,10321.21,2026-07-12
150974,50300,956,6,2,5288.63,1589.72,8987.54,2026-07-12
150975,50300,4356,52,1,4774.04,0.0,4774.04,2026-07-12
150976,50300,8668,158,1,844.26,159.91,684.35,2026-07-12
150977,50301,8711,144,1,13087.89,1776.58,11311.31,2026-07-12
150978,50301,6314,119,3,739.63,204.13,2014.76,2026-07-12
150979,50302,9150,55,2,674.87,0.0,1349.74,2026-07-12
150980,50302,9145,32,3,2159.29,0.0,6477.87,2026-07-12
150981,50303,6998,197,3,2655.19,0.0,7965.57,2026-07-12
150982,50303,1706,19,2,14719.67,0.0,29439.34,2026-07-12
150983,50303,2734,171,3,1783.36,0.0,5350.08,2026-07-12
150984,50303,2956,107,2,830.93,0.0,1661.86,2026-07-12
150985,50304,9013,10,2,3325.01,0.0,6650.02,2026-07-12
150986,50304,5320,97,2,2141.99,0.0,4283.98,2026-07-12
150987,50304,6091,164,2,3633.83,0.0,7267.66,2026-07-12
150988,50305,8940,189,2,41292.03,0.0,82584.06,2026-07-12
150989,50305,3505,164,2,565.81,0.0,1131.62,2026-07-12
150990,50305,6146,80,1,9175.59,0.0,9175.59,2026-07-12
150991,50305,9016,62,2,8719.28,0.0,17438.56,2026-07-12
150992,50305,4163,185,3,2483.69,939.89,6511.18,2026-07-12
150993,50306,108,171,1,594.48,0.0,594.48,2026-07-12
150994,50306,4921,10,1,1650.96,0.0,1650.96,2026-07-12
150995,50306,3636,164,3,2289.61,0.0,6868.83,2026-07-12
150996,50307,8377,115,1,3601.15,509.9,3091.25,2026-07-12
150997,50307,9115,108,2,727.02,135.65,1318.39,2026-07-12
150998,50307,9350,13,2,853.53,0.0,1707.06,2026-07-12
150999,50307,9366,183,3,4735.07,1948.75,12256.46,2026-07-12
151000,50307,2535,26,2,10678.06,0.0,21356.12,2026-07-12
151001,50308,9347,122,2,10869.0,0.0,21738.0,2026-07-12
151002,50309,1265,198,2,2727.29,708.49,4746.09,2026-07-12
151003,50309,5320,97,3,2141.99,0.0,6425.97,2026-07-12
151004,50310,9753,175,3,491.58,0.0,1474.74,2026-07-12
151005,50311,6252,114,2,1208.54,0.0,2417.08,2026-07-12
151006,50311,1286,6,1,282.61,0.0,282.61,2026-07-12
151007,50311,917,54,1,1920.0,0.0,1920.0,2026-07-12
151008,50311,5479,3,3,13830.08,0.0,41490.24,2026-07-12
151009,50311,5701,94,3,4010.5,0.0,12031.5,2026-07-12
151010,50312,887,178,2,942.59,0.0,1885.18,2026-07-12
151011,50312,4994,132,1,2529.66,0.0,2529.66,2026-07-12
151012,50312,8592,179,3,18711.88,3340.42,52795.22,2026-07-12
151013,50312,675,141,1,1317.68,0.0,1317.68,2026-07-12
151014,50313,7301,103,1,1103.81,108.56,995.25,2026-07-12
151015,50313,9751,161,2,2319.51,0.0,4639.02,2026-07-12
151016,50313,9425,194,1,21184.37,3632.72,17551.65,2026-07-12
151017,50313,8270,50,1,1279.02,0.0,1279.02,2026-07-12
151018,50314,8981,70,2,2693.78,820.12,4567.44,2026-07-12
151019,50315,8222,93,2,4148.45,0.0,8296.9,2026-07-12
151020,50315,7119,12,2,408.13,0.0,816.26,2026-07-12
151021,50315,2137,6,3,1656.17,692.34,4276.17,2026-07-12
151022,50315,2210,39,3,2497.58,0.0,7492.74,2026-07-12
151023,50316,4035,113,2,10276.4,0.0,20552.8,2026-07-12
151024,50316,3971,98,3,4913.59,1647.67,13093.1,2026-07-12
151025,50316,1174,10,3,4482.04,0.0,13446.12,2026-07-12
151026,50316,4363,148,2,467.28,0.0,934.56,2026-07-12
151027,50316,7047,41,2,5354.42,0.0,10708.84,2026-07-12
151028,50317,4995,156,1,774.45,0.0,774.45,2026-07-12
151029,50318,7246,140,1,1368.39,0.0,1368.39,2026-07-12
151030,50318,2390,75,1,1229.74,0.0,1229.74,2026-07-12
151031,50318,7217,157,1,5175.4,903.59,4271.81,2026-07-12
151032,50318,736,193,1,44683.74,8702.34,35981.4,2026-07-12
151033,50318,3826,37,3,722.27,0.0,2166.81,2026-07-12
151034,50319,226,28,2,7157.87,0.0,14315.74,2026-07-12
151035,50319,5625,120,1,1533.07,0.0,1533.07,2026-07-12
151036,50319,1824,143,3,3709.04,0.0,11127.12,2026-07-12
151037,50320,8953,113,2,1109.2,0.0,2218.4,2026-07-12
151038,50320,8574,158,3,1319.52,0.0,3958.56,2026-07-12
151039,50321,302,196,3,4907.81,0.0,14723.43,2026-07-12
151040,50321,6171,32,3,2435.94,564.05,6743.77,2026-07-12
151041,50322,985,199,1,1466.36,0.0,1466.36,2026-07-12
151042,50322,4654,102,3,2716.59,1313.48,6836.29,2026-07-12
151043,50323,137,34,3,258.37,0.0,775.11,2026-07-12
151044,50323,1092,91,3,523.18,0.0,1569.54,2026-07-12
151045,50323,6368,2,1,31567.16,5564.48,26002.68,2026-07-12
151046,50323,4446,74,3,6693.41,0.0,20080.23,2026-07-12
151047,50324,8332,47,3,53.06,0.0,159.18,2026-07-12
151048,50324,1632,150,1,1613.02,273.07,1339.95,2026-07-12
151049,50324,5169,121,2,9717.05,0.0,19434.1,2026-07-12
151050,50324,7941,173,3,401.04,96.54,1106.58,2026-07-12
151051,50325,8674,176,2,11449.08,0.0,22898.16,2026-07-12
151052,50325,4996,70,3,1342.44,300.6,3726.72,2026-07-12
151053,50326,5766,36,1,36404.12,0.0,36404.12,2026-07-12
151054,50326,5823,191,3,498.35,223.93,1271.12,2026-07-12
151055,50326,4954,93,1,4235.75,0.0,4235.75,2026-07-12
151056,50327,483,66,1,11364.59,0.0,11364.59,2026-07-12
151057,50327,9093,153,2,11921.97,0.0,23843.94,2026-07-12
151058,50327,4591,37,1,2313.61,0.0,2313.61,2026-07-12
151059,50327,3696,113,3,141.43,0.0,424.29,2026-07-12
151060,50328,3727,40,2,9977.92,0.0,19955.84,2026-07-12
151061,50328,6838,163,3,2077.5,0.0,6232.5,2026-07-12
151062,50328,3939,200,3,3896.9,2122.8,9567.9,2026-07-12
151063,50328,9387,167,3,41140.77,13436.59,109985.72,2026-07-12
151064,50328,2503,175,3,2054.95,0.0,6164.85,2026-07-12
151065,50329,2263,140,3,377.42,0.0,1132.26,2026-07-12
151066,50329,5063,93,3,1356.62,0.0,4069.86,2026-07-12
151067,50330,2379,67,1,1344.34,0.0,1344.34,2026-07-12
151068,50330,9255,121,3,6206.16,1983.64,16634.84,2026-07-12
151069,50330,2590,46,2,2025.5,0.0,4051.0,2026-07-12
151070,50330,5202,106,1,1961.28,0.0,1961.28,2026-07-12
151071,50331,6784,4,2,610.51,0.0,1221.02,2026-07-12
151072,50331,6738,192,3,291.37,0.0,874.11,2026-07-12
151073,50331,4971,71,2,144.12,27.44,260.8,2026-07-12
151074,50332,1750,168,1,3600.19,451.49,3148.7,2026-07-12
151075,50332,2156,3,3,548.42,0.0,1645.26,2026-07-12
151076,50333,9291,105,2,7699.56,2847.85,12551.27,2026-07-12
151077,50333,3784,112,2,193.83,41.71,345.95,2026-07-12
151078,50333,9771,17,3,13553.33,0.0,40659.99,2026-07-12
151079,50333,3805,147,3,4763.83,0.0,14291.49,2026-07-12
151080,50333,428,25,2,14551.97,0.0,29103.94,2026-07-12
151081,50334,2684,125,1,819.25,152.36,666.89,2026-07-12
151082,50334,3167,63,1,204.05,0.0,204.05,2026-07-12
151083,50335,3647,86,1,44609.87,0.0,44609.87,2026-07-12
151084,50335,3324,175,2,1020.65,0.0,2041.3,2026-07-12
151085,50335,3352,111,2,14087.06,0.0,28174.12,2026-07-12
151086,50335,1084,140,2,37019.39,0.0,74038.78,2026-07-12
151087,50336,6634,90,3,195.01,0.0,585.03,2026-07-12
151088,50336,686,111,3,17121.44,0.0,51364.32,2026-07-12
151089,50336,9961,40,3,1124.86,0.0,3374.58,2026-07-12
151090,50336,6233,46,3,1028.36,0.0,3085.08,2026-07-12
151091,50337,8531,118,1,243.88,0.0,243.88,2026-07-12
151092,50338,4026,72,3,7489.47,0.0,22468.41,2026-07-12
151093,50339,9138,57,2,301.0,0.0,602.0,2026-07-12
