return_id,order_id,order_item_id,return_date,return_reason,refund_amount,refund_status,refund_date,batch_date
4612,31363,94327,2023-03-06 08:54:01,Size issue,2347.52,approved,2023-03-13 08:54:01,full_load
4613,31364,94330,2025-04-30 21:22:03,Wrong item,67780.56,approved,2025-05-07 21:22:03,full_load
4614,31364,94331,2025-05-10 21:22:03,Changed mind,9255.36,processed,2025-05-12 21:22:03,full_load
4615,31387,94396,2024-03-28 14:45:32,Damaged item,11277.05,approved,2024-03-29 14:45:32,full_load
4616,31389,94401,2024-11-08 23:06:44,Missing parts,9596.19,processed,2024-11-13 23:06:44,full_load
4617,31389,94400,2024-11-19 23:06:44,Size issue,29622.86,approved,2024-11-22 23:06:44,full_load
4618,31409,94459,2026-01-07 08:21:11,Damaged item,1288.74,approved,2026-01-14 08:21:11,full_load
4619,31439,94547,2024-06-16 11:57:46,Damaged item,87752.94,processed,2024-06-22 11:57:46,full_load
4620,31463,94616,2024-03-14 21:23:27,Missing parts,4184.58,approved,2024-03-15 21:23:27,full_load
4621,31468,94638,2024-04-10 21:04:12,Changed mind,360.55,approved,2024-04-17 21:04:12,full_load
4622,31490,94701,2023-07-29 03:44:18,Wrong item,10246.84,approved,2023-08-02 03:44:18,full_load
4623,31497,94724,2024-07-11 18:14:39,Late delivery,1103.4,processed,2024-07-14 18:14:39,full_load
4624,31497,94722,2024-07-04 18:14:39,Changed mind,68642.22,approved,2024-07-06 18:14:39,full_load
4625,31498,94726,2024-06-22 05:49:51,Size issue,3674.31,processed,2024-06-29 05:49:51,full_load
4626,31498,94725,2024-06-17 05:49:51,Late delivery,3960.83,processed,2024-06-23 05:49:51,full_load
4627,31509,94761,2025-11-06 03:46:16,Changed mind,3938.08,approved,2025-11-13 03:46:16,full_load
4628,31518,94794,2025-08-27 15:55:44,Late delivery,2939.61,processed,2025-09-03 15:55:44,full_load
4629,31525,94817,2025-11-28 06:59:13,Changed mind,677.48,approved,2025-12-03 06:59:13,full_load
4630,31526,94819,2025-09-30 04:47:59,Damaged item,1275.22,processed,2025-10-04 04:47:59,full_load
4631,31530,94831,2023-10-15 13:57:29,Damaged item,519.84,approved,2023-10-16 13:57:29,full_load
4632,31530,94832,2023-10-08 13:57:29,Changed mind,13791.78,approved,2023-10-15 13:57:29,full_load
4633,31549,94880,2023-11-15 08:48:20,Damaged item,13522.88,approved,2023-11-16 08:48:20,full_load
4634,31557,94896,2025-05-15 05:13:15,Changed mind,6600.84,approved,2025-05-16 05:13:15,full_load
4635,31557,94897,2025-05-01 05:13:15,Missing parts,211.12,approved,2025-05-05 05:13:15,full_load
4636,31568,94921,2025-03-01 16:45:24,Size issue,11193.8,approved,2025-03-07 16:45:24,full_load
4637,31568,94920,2025-03-05 16:45:24,Wrong item,1952.98,rejected,2025-03-07 16:45:24,full_load
4638,31570,94925,2024-05-01 03:03:27,Late delivery,291.86,approved,2024-05-07 03:03:27,full_load
4639,31578,94942,2023-11-20 17:14:15,Wrong item,1354.96,approved,2023-11-26 17:14:15,full_load
4640,31583,94955,2024-01-23 16:00:19,Wrong item,573.83,approved,2024-01-29 16:00:19,full_load
4641,31602,95022,2025-04-20 01:23:15,Size issue,7394.18,approved,2025-04-23 01:23:15,full_load
4642,31607,95037,2024-09-15 07:43:50,Wrong item,1926.43,approved,2024-09-17 07:43:50,full_load
4643,31609,95043,2025-07-19 06:50:22,Wrong item,671.7,approved,2025-07-25 06:50:22,full_load
4644,31611,95047,2025-04-21 21:32:19,Size issue,2299.74,processed,2025-04-25 21:32:19,full_load
4645,31615,95058,2023-05-17 07:57:16,Wrong item,139.63,approved,2023-05-18 07:57:16,full_load
4646,31627,95092,2023-06-01 09:46:40,Late delivery,908.72,processed,2023-06-08 09:46:40,full_load
4647,31640,95134,2025-09-09 18:30:45,Changed mind,3713.99,processed,2025-09-14 18:30:45,full_load
4648,31650,95162,2024-02-28 05:31:57,Late delivery,613.8,rejected,2024-03-06 05:31:57,full_load
4649,31652,95169,2024-11-21 00:47:30,Size issue,49796.45,approved,2024-11-26 00:47:30,full_load
4650,31652,95170,2024-12-01 00:47:30,Damaged item,618.09,rejected,2024-12-04 00:47:30,full_load
4651,31653,95171,2024-09-23 13:08:34,Late delivery,2789.67,processed,2024-09-24 13:08:34,full_load
4652,31653,95172,2024-09-22 13:08:34,Missing parts,18480.34,approved,2024-09-28 13:08:34,full_load
4653,31681,95264,2024-06-13 14:25:46,Late delivery,556.51,processed,2024-06-20 14:25:46,full_load
4654,31694,95307,2025-01-27 10:30:13,Late delivery,3008.14,approved,2025-01-28 10:30:13,full_load
4655,31701,95323,2024-01-07 10:31:36,Size issue,270.05,processed,2024-01-11 10:31:36,full_load
4656,31717,95364,2023-02-28 03:27:27,Late delivery,3117.73,processed,2023-03-02 03:27:27,full_load
4657,31740,95432,2024-07-12 16:27:46,Late delivery,3506.3,approved,2024-07-14 16:27:46,full_load
4658,31745,95449,2024-03-07 13:39:31,Damaged item,4803.31,processed,2024-03-10 13:39:31,full_load
4659,31756,95494,2025-04-05 04:29:44,Changed mind,13353.14,processed,2025-04-10 04:29:44,full_load
4660,31759,95503,2025-12-08 23:08:43,Size issue,1366.23,processed,2025-12-12 23:08:43,full_load
4661,31765,95526,2023-03-03 02:14:49,Late delivery,135.64,approved,2023-03-09 02:14:49,full_load
4662,31765,95525,2023-03-13 02:14:49,Late delivery,5592.42,approved,2023-03-16 02:14:49,full_load
4663,31766,95529,2023-08-25 00:09:17,Wrong item,12845.98,processed,2023-08-31 00:09:17,full_load
4664,31776,95562,2025-07-19 01:31:36,Late delivery,2223.16,processed,2025-07-25 01:31:36,full_load
4665,31776,95561,2025-07-13 01:31:36,Changed mind,2359.7,approved,2025-07-19 01:31:36,full_load
4666,31790,95603,2025-03-25 23:56:14,Size issue,10526.37,approved,2025-03-29 23:56:14,full_load
4667,31800,95633,2025-05-31 08:06:01,Damaged item,12258.43,processed,2025-06-01 08:06:01,full_load
4668,31804,95647,2023-11-27 17:24:20,Damaged item,1691.74,approved,2023-12-03 17:24:20,full_load
4669,31804,95646,2023-11-22 17:24:20,Wrong item,2289.76,approved,2023-11-25 17:24:20,full_load
4670,31814,95671,2023-05-17 10:10:14,Size issue,6099.03,approved,2023-05-23 10:10:14,full_load
4671,31839,95743,2024-02-15 18:30:03,Changed mind,10500.5,processed,2024-02-20 18:30:03,full_load
4672,31839,95742,2024-02-15 18:30:03,Size issue,821.42,approved,2024-02-19 18:30:03,full_load
4673,31846,95763,2024-11-01 18:11:27,Size issue,1486.08,approved,2024-11-08 18:11:27,full_load
4674,31846,95764,2024-11-05 18:11:27,Late delivery,2070.19,processed,2024-11-12 18:11:27,full_load
4675,31848,95770,2025-07-29 16:48:13,Late delivery,6706.05,approved,2025-07-30 16:48:13,full_load
4676,31864,95823,2023-08-05 20:43:45,Late delivery,64032.36,processed,2023-08-12 20:43:45,full_load
4677,31864,95822,2023-08-11 20:43:45,Changed mind,6552.62,processed,2023-08-18 20:43:45,full_load
4678,31869,95840,2023-12-08 01:43:42,Size issue,1154.85,processed,2023-12-15 01:43:42,full_load
4679,31877,95864,2023-06-05 08:47:45,Size issue,4889.91,processed,2023-06-11 08:47:45,full_load
4680,31878,95865,2025-04-19 23:31:14,Size issue,19505.8,approved,2025-04-25 23:31:14,full_load
4681,31885,95888,2024-03-12 01:31:57,Late delivery,2463.6,approved,2024-03-16 01:31:57,full_load
4682,31885,95884,2024-03-08 01:31:57,Missing parts,10058.97,approved,2024-03-15 01:31:57,full_load
4683,31888,95898,2024-10-24 08:21:59,Wrong item,3676.32,approved,2024-10-29 08:21:59,full_load
4684,31888,95897,2024-10-18 08:21:59,Damaged item,6809.31,approved,2024-10-20 08:21:59,full_load
4685,31889,95900,2023-03-05 00:11:27,Missing parts,634.41,approved,2023-03-12 00:11:27,full_load
4686,31889,95899,2023-03-07 00:11:27,Missing parts,8190.31,approved,2023-03-14 00:11:27,full_load
4687,31893,95912,2024-04-10 15:32:10,Late delivery,2630.9,processed,2024-04-15 15:32:10,full_load
4688,31893,95913,2024-04-02 15:32:10,Changed mind,13521.66,processed,2024-04-06 15:32:10,full_load
4689,31901,95933,2025-08-18 13:30:53,Late delivery,1578.14,approved,2025-08-23 13:30:53,full_load
4690,31914,95974,2023-05-25 01:12:23,Missing parts,4342.62,processed,2023-05-31 01:12:23,full_load
4691,31914,95973,2023-06-09 01:12:23,Late delivery,20211.84,rejected,2023-06-14 01:12:23,full_load
4692,31919,95992,2025-01-01 20:35:41,Size issue,1917.41,approved,2025-01-07 20:35:41,full_load
4693,31922,95998,2023-10-20 22:48:12,Damaged item,21063.24,processed,2023-10-27 22:48:12,full_load
4694,31927,96012,2025-11-15 11:31:05,Missing parts,5979.0,processed,2025-11-16 11:31:05,full_load
4695,31946,96075,2023-05-09 06:04:20,Damaged item,12753.78,approved,2023-05-13 06:04:20,full_load
4696,31946,96076,2023-05-08 06:04:20,Changed mind,1236.51,processed,2023-05-09 06:04:20,full_load
4697,31950,96089,2023-08-20 16:59:49,Changed mind,61937.22,approved,2023-08-22 16:59:49,full_load
4698,31950,96090,2023-09-01 16:59:49,Damaged item,1226.12,approved,2023-09-02 16:59:49,full_load
4699,31953,96098,2024-03-20 20:13:41,Missing parts,13659.02,approved,2024-03-26 20:13:41,full_load
4700,31953,96099,2024-03-18 20:13:41,Damaged item,5145.96,processed,2024-03-24 20:13:41,full_load
4701,31956,96104,2025-05-18 00:06:53,Changed mind,7097.51,approved,2025-05-24 00:06:53,full_load
4702,31960,96118,2025-02-05 18:00:35,Changed mind,474.02,processed,2025-02-12 18:00:35,full_load
4703,31976,96160,2025-12-27 06:19:59,Damaged item,4483.9,approved,2026-01-03 06:19:59,full_load
4704,31976,96158,2026-01-04 06:19:59,Size issue,1509.65,approved,2026-01-11 06:19:59,full_load
4705,31980,96169,2023-12-22 15:24:35,Late delivery,32577.16,processed,2023-12-24 15:24:35,full_load
4706,31998,96216,2025-08-11 00:52:55,Late delivery,2944.64,approved,2025-08-18 00:52:55,full_load
4707,31998,96214,2025-08-09 00:52:55,Changed mind,13594.38,approved,2025-08-12 00:52:55,full_load
4708,32005,96229,2023-02-02 13:43:43,Changed mind,1672.93,approved,2023-02-08 13:43:43,full_load
4709,32005,96232,2023-02-08 13:43:43,Late delivery,890.13,approved,2023-02-13 13:43:43,full_load
4710,32013,96254,2023-08-22 20:28:25,Damaged item,1178.64,processed,2023-08-25 20:28:25,full_load
4711,32013,96255,2023-08-21 20:28:25,Size issue,3458.44,approved,2023-08-28 20:28:25,full_load
4712,32024,96281,2023-02-02 13:41:13,Changed mind,3019.23,approved,2023-02-07 13:41:13,full_load
4713,32024,96280,2023-02-07 13:41:13,Damaged item,8582.88,approved,2023-02-13 13:41:13,full_load
4714,32027,96292,2024-09-14 19:08:09,Late delivery,2965.96,approved,2024-09-18 19:08:09,full_load
4715,32027,96291,2024-09-12 19:08:09,Missing parts,6375.33,processed,2024-09-16 19:08:09,full_load
4716,32046,96349,2024-11-11 23:56:02,Changed mind,2863.98,processed,2024-11-12 23:56:02,full_load
4717,32046,96350,2024-11-15 23:56:02,Changed mind,3129.42,processed,2024-11-20 23:56:02,full_load
4718,32056,96378,2025-03-04 17:18:55,Damaged item,909.38,approved,2025-03-11 17:18:55,full_load
4719,32062,96395,2024-04-02 02:54:00,Damaged item,24381.17,processed,2024-04-07 02:54:00,full_load
4720,32062,96394,2024-04-08 02:54:00,Size issue,27125.1,approved,2024-04-11 02:54:00,full_load
4721,32076,96443,2023-09-09 15:46:34,Damaged item,1565.96,processed,2023-09-13 15:46:34,full_load
4722,32076,96445,2023-09-13 15:46:34,Size issue,1536.44,approved,2023-09-18 15:46:34,full_load
4723,32092,96485,2023-12-04 05:32:46,Late delivery,730.62,approved,2023-12-11 05:32:46,full_load
4724,32093,96486,2025-06-29 21:06:28,Damaged item,1857.2,rejected,2025-07-04 21:06:28,full_load
4725,32093,96487,2025-06-25 21:06:28,Changed mind,4464.22,processed,2025-06-29 21:06:28,full_load
4726,32097,96501,2025-06-10 14:39:59,Damaged item,15296.01,approved,2025-06-16 14:39:59,full_load
4727,32137,96607,2024-01-16 13:22:14,Damaged item,1167.03,approved,2024-01-21 13:22:14,full_load
4728,32150,96648,2023-12-08 02:33:34,Wrong item,975.62,processed,2023-12-15 02:33:34,full_load
4729,32150,96649,2023-12-15 02:33:34,Missing parts,8360.87,processed,2023-12-20 02:33:34,full_load
4730,32160,96679,2025-11-25 09:30:16,Changed mind,5640.22,approved,2025-12-01 09:30:16,full_load
4731,32160,96682,2025-11-20 09:30:16,Missing parts,2318.99,processed,2025-11-21 09:30:16,full_load
4732,32163,96690,2025-11-16 17:07:59,Size issue,3325.46,processed,2025-11-22 17:07:59,full_load
4733,32175,96725,2023-09-21 12:46:52,Wrong item,8124.68,approved,2023-09-24 12:46:52,full_load
4734,32185,96757,2024-11-02 15:06:03,Wrong item,866.38,processed,2024-11-06 15:06:03,full_load
4735,32186,96761,2025-11-20 01:34:33,Late delivery,376.53,approved,2025-11-22 01:34:33,full_load
4736,32189,96770,2024-08-28 14:52:38,Late delivery,15148.75,processed,2024-09-03 14:52:38,full_load
4737,32197,96798,2023-04-15 17:42:10,Wrong item,10910.95,processed,2023-04-17 17:42:10,full_load
4738,32201,96805,2023-10-18 14:27:10,Wrong item,36484.82,processed,2023-10-23 14:27:10,full_load
4739,32235,96916,2025-09-15 23:24:44,Damaged item,1546.66,approved,2025-09-18 23:24:44,full_load
4740,32235,96915,2025-09-19 23:24:44,Damaged item,1096.89,processed,2025-09-24 23:24:44,full_load
4741,32236,96918,2024-04-01 01:08:03,Size issue,1526.82,approved,2024-04-08 01:08:03,full_load
4742,32239,96929,2023-08-06 01:31:19,Late delivery,406.56,approved,2023-08-08 01:31:19,full_load
4743,32239,96930,2023-08-10 01:31:19,Wrong item,335.16,processed,2023-08-13 01:31:19,full_load
4744,32251,96962,2023-08-12 23:55:45,Wrong item,12430.8,approved,2023-08-17 23:55:45,full_load
4745,32251,96961,2023-08-13 23:55:45,Missing parts,2392.38,processed,2023-08-17 23:55:45,full_load
4746,32281,97051,2024-10-02 20:34:31,Late delivery,3870.51,processed,2024-10-03 20:34:31,full_load
4747,32281,97052,2024-10-07 20:34:31,Damaged item,791.25,rejected,2024-10-09 20:34:31,full_load
4748,32292,97082,2025-04-01 01:19:50,Damaged item,6290.97,rejected,2025-04-05 01:19:50,full_load
4749,32299,97105,2025-04-29 08:01:19,Changed mind,3444.69,rejected,2025-05-06 08:01:19,full_load
4750,32300,97107,2023-03-08 06:22:33,Wrong item,1835.43,approved,2023-03-13 06:22:33,full_load
4751,32304,97123,2023-03-26 09:37:03,Damaged item,21954.64,processed,2023-04-01 09:37:03,full_load
4752,32304,97122,2023-03-17 09:37:03,Late delivery,7034.04,processed,2023-03-20 09:37:03,full_load
4753,32321,97161,2024-07-29 04:03:45,Late delivery,9759.0,approved,2024-08-01 04:03:45,full_load
4754,32323,97167,2024-07-24 12:25:50,Wrong item,37174.9,approved,2024-07-31 12:25:50,full_load
4755,32327,97181,2025-02-12 06:16:07,Changed mind,2030.44,approved,2025-02-19 06:16:07,full_load
4756,32327,97180,2025-02-13 06:16:07,Damaged item,185.93,approved,2025-02-20 06:16:07,full_load
4757,32345,97236,2025-11-18 13:40:42,Late delivery,33558.84,approved,2025-11-25 13:40:42,full_load
4758,32345,97237,2025-11-11 13:40:42,Wrong item,2073.46,approved,2025-11-17 13:40:42,full_load
4759,32350,97251,2024-09-22 23:34:50,Missing parts,478.78,approved,2024-09-27 23:34:50,full_load
4760,32356,97266,2025-09-24 11:08:32,Size issue,21318.15,processed,2025-10-01 11:08:32,full_load
4761,32370,97304,2024-02-21 02:03:47,Wrong item,85823.0,approved,2024-02-23 02:03:47,full_load
4762,32379,97328,2025-08-02 00:00:20,Wrong item,13919.36,processed,2025-08-07 00:00:20,full_load
4763,32379,97329,2025-07-31 00:00:20,Size issue,7768.12,processed,2025-08-07 00:00:20,full_load
4764,32383,97337,2023-09-18 04:31:24,Late delivery,7504.11,processed,2023-09-24 04:31:24,full_load
4765,32398,97382,2024-01-19 13:36:44,Size issue,1722.52,rejected,2024-01-25 13:36:44,full_load
4766,32398,97383,2024-02-02 13:36:44,Late delivery,132635.55,processed,2024-02-08 13:36:44,full_load
4767,32405,97411,2026-01-04 23:53:25,Size issue,1949.76,approved,2026-01-08 23:53:25,full_load
4768,32405,97408,2026-01-01 23:53:25,Size issue,3234.27,rejected,2026-01-03 23:53:25,full_load
4769,32406,97415,2023-05-21 01:26:53,Late delivery,11615.13,processed,2023-05-25 01:26:53,full_load
4770,32406,97414,2023-05-13 01:26:53,Damaged item,5252.94,approved,2023-05-15 01:26:53,full_load
4771,32422,97463,2023-08-07 00:19:48,Changed mind,593.09,approved,2023-08-14 00:19:48,full_load
4772,32422,97465,2023-08-10 00:19:48,Missing parts,1429.72,approved,2023-08-15 00:19:48,full_load
4773,32429,97479,2023-10-06 04:42:23,Size issue,30253.55,approved,2023-10-11 04:42:23,full_load
4774,32431,97487,2023-01-10 16:36:30,Size issue,1895.13,approved,2023-01-12 16:36:30,full_load
4775,32434,97490,2024-08-09 00:15:10,Missing parts,13938.87,processed,2024-08-11 00:15:10,full_load
4776,32441,97510,2023-04-07 02:13:36,Late delivery,10624.92,approved,2023-04-08 02:13:36,full_load
4777,32441,97509,2023-04-15 02:13:36,Wrong item,8883.91,processed,2023-04-22 02:13:36,full_load
4778,32455,97544,2026-01-02 11:38:22,Damaged item,8042.82,approved,2026-01-04 11:38:22,full_load
4779,32469,97593,2023-07-20 03:15:20,Size issue,1035.9,approved,2023-07-27 03:15:20,full_load
4780,32469,97592,2023-07-10 03:15:20,Changed mind,2774.84,approved,2023-07-11 03:15:20,full_load
4781,32475,97615,2023-06-20 21:34:08,Damaged item,8143.19,processed,2023-06-22 21:34:08,full_load
4782,32475,97614,2023-06-21 21:34:08,Size issue,1792.76,approved,2023-06-27 21:34:08,full_load
4783,32504,97693,2024-11-04 04:55:50,Late delivery,4877.76,processed,2024-11-06 04:55:50,full_load
4784,32512,97719,2024-10-14 04:16:40,Wrong item,2088.66,processed,2024-10-15 04:16:40,full_load
4785,32520,97742,2025-07-30 03:53:37,Damaged item,31959.06,approved,2025-08-02 03:53:37,full_load
4786,32520,97743,2025-07-30 03:53:37,Changed mind,1474.98,approved,2025-08-05 03:53:37,full_load
4787,32524,97754,2023-09-06 19:28:52,Late delivery,2034.87,approved,2023-09-09 19:28:52,full_load
4788,32524,97755,2023-08-29 19:28:52,Late delivery,1237.64,approved,2023-09-04 19:28:52,full_load
4789,32536,97792,2025-08-30 23:47:59,Late delivery,37227.51,processed,2025-09-04 23:47:59,full_load
4790,32537,97796,2025-08-18 13:44:54,Size issue,1200.65,rejected,2025-08-19 13:44:54,full_load
4791,32541,97805,2024-04-28 03:21:52,Size issue,674.31,rejected,2024-05-03 03:21:52,full_load
4792,32546,97822,2023-03-19 13:42:32,Wrong item,4864.74,approved,2023-03-22 13:42:32,full_load
4793,32556,97855,2024-01-09 20:58:27,Damaged item,1197.39,approved,2024-01-14 20:58:27,full_load
4794,32562,97875,2024-03-03 18:39:33,Changed mind,681.04,processed,2024-03-05 18:39:33,full_load
4795,32564,97881,2023-02-10 04:19:05,Wrong item,72384.42,processed,2023-02-16 04:19:05,full_load
4796,32573,97907,2023-11-25 21:01:30,Damaged item,741.93,approved,2023-12-01 21:01:30,full_load
4797,32586,97948,2025-12-17 04:39:39,Damaged item,2655.19,approved,2025-12-23 04:39:39,full_load
4798,32589,97959,2023-10-15 11:46:56,Changed mind,12439.44,approved,2023-10-16 11:46:56,full_load
4799,32589,97961,2023-11-01 11:46:56,Wrong item,9306.1,approved,2023-11-02 11:46:56,full_load
4800,32597,97987,2025-08-27 08:01:35,Missing parts,1184.28,rejected,2025-08-28 08:01:35,full_load
4801,32603,98003,2024-12-02 01:29:49,Size issue,13444.06,approved,2024-12-05 01:29:49,full_load
4802,32603,98002,2024-12-09 01:29:49,Size issue,718.17,approved,2024-12-13 01:29:49,full_load
4803,32604,98004,2024-10-07 02:07:23,Size issue,30977.94,approved,2024-10-13 02:07:23,full_load
4804,32625,98075,2023-06-16 05:08:30,Missing parts,24906.9,processed,2023-06-19 05:08:30,full_load
4805,32626,98076,2025-12-23 15:34:38,Missing parts,7640.37,processed,2025-12-29 15:34:38,full_load
4806,32640,98120,2024-09-07 23:33:01,Wrong item,243.52,approved,2024-09-11 23:33:01,full_load
4807,32649,98146,2025-10-21 07:22:04,Late delivery,1947.84,processed,2025-10-28 07:22:04,full_load
4808,32652,98155,2023-07-11 01:21:18,Size issue,2458.35,processed,2023-07-17 01:21:18,full_load
4809,32655,98159,2024-10-21 14:47:47,Changed mind,4922.31,approved,2024-10-23 14:47:47,full_load
4810,32656,98162,2025-11-23 01:29:36,Damaged item,12460.19,approved,2025-11-24 01:29:36,full_load
4811,32656,98163,2025-11-26 01:29:36,Changed mind,6341.08,processed,2025-11-30 01:29:36,full_load
4812,32660,98175,2025-07-12 19:33:47,Size issue,5052.66,approved,2025-07-18 19:33:47,full_load
4813,32662,98179,2026-01-04 00:13:07,Wrong item,3988.3,processed,2026-01-08 00:13:07,full_load
4814,32667,98194,2024-01-03 12:27:55,Changed mind,11603.58,rejected,2024-01-08 12:27:55,full_load
4815,32667,98192,2024-01-09 12:27:55,Missing parts,1539.3,approved,2024-01-14 12:27:55,full_load
4816,32668,98198,2024-12-09 02:17:13,Size issue,217.19,processed,2024-12-10 02:17:13,full_load
4817,32677,98219,2025-06-23 07:38:00,Changed mind,2415.29,approved,2025-06-25 07:38:00,full_load
4818,32690,98262,2024-11-07 21:34:18,Wrong item,27414.82,processed,2024-11-13 21:34:18,full_load
4819,32694,98278,2023-09-27 05:03:16,Missing parts,2977.24,approved,2023-10-04 05:03:16,full_load
4820,32694,98277,2023-09-13 05:03:16,Missing parts,676.54,approved,2023-09-19 05:03:16,full_load
4821,32706,98310,2024-08-02 12:57:56,Changed mind,8535.65,processed,2024-08-07 12:57:56,full_load
4822,32712,98335,2024-05-06 18:07:54,Missing parts,743.91,approved,2024-05-08 18:07:54,full_load
4823,32721,98363,2024-05-01 10:02:07,Size issue,566.2,processed,2024-05-04 10:02:07,full_load
4824,32726,98378,2024-12-19 23:13:27,Damaged item,4892.95,approved,2024-12-24 23:13:27,full_load
4825,32726,98379,2024-12-13 23:13:27,Wrong item,7567.62,processed,2024-12-17 23:13:27,full_load
4826,32741,98434,2023-06-30 08:26:19,Size issue,15937.26,approved,2023-07-03 08:26:19,full_load
4827,32743,98439,2025-01-03 11:36:33,Size issue,541.71,rejected,2025-01-06 11:36:33,full_load
4828,32744,98442,2025-05-28 06:15:31,Size issue,8360.04,processed,2025-05-31 06:15:31,full_load
4829,32744,98443,2025-05-24 06:15:31,Wrong item,1075.23,approved,2025-05-29 06:15:31,full_load
4830,32748,98451,2025-08-14 06:47:53,Changed mind,6083.43,processed,2025-08-17 06:47:53,full_load
4831,32748,98455,2025-08-25 06:47:53,Size issue,403.41,processed,2025-08-30 06:47:53,full_load
4832,32752,98465,2025-07-21 03:17:04,Changed mind,794.68,rejected,2025-07-26 03:17:04,full_load
4833,32756,98476,2023-04-12 12:24:17,Changed mind,235.62,processed,2023-04-16 12:24:17,full_load
4834,32756,98477,2023-03-31 12:24:17,Changed mind,8372.08,approved,2023-04-07 12:24:17,full_load
4835,32769,98511,2024-05-30 06:19:20,Changed mind,2204.49,processed,2024-05-31 06:19:20,full_load
4836,32770,98515,2023-08-16 04:15:04,Damaged item,514.67,approved,2023-08-18 04:15:04,full_load
4837,32779,98546,2025-11-21 23:04:14,Wrong item,41943.38,approved,2025-11-22 23:04:14,full_load
4838,32779,98547,2025-11-17 23:04:14,Size issue,105910.23,approved,2025-11-24 23:04:14,full_load
4839,32799,98608,2024-08-23 16:35:17,Changed mind,6231.96,processed,2024-08-28 16:35:17,full_load
4840,32799,98611,2024-09-07 16:35:17,Size issue,7068.87,approved,2024-09-12 16:35:17,full_load
4841,32807,98634,2024-10-30 07:13:14,Wrong item,15086.22,approved,2024-11-02 07:13:14,full_load
4842,32808,98637,2026-01-07 16:21:41,Damaged item,11557.35,approved,2026-01-13 16:21:41,full_load
4843,32828,98698,2023-05-21 21:44:24,Late delivery,11494.71,processed,2023-05-22 21:44:24,full_load
4844,32842,98737,2024-12-12 02:23:03,Wrong item,2509.45,approved,2024-12-13 02:23:03,full_load
4845,32844,98742,2025-11-29 04:10:52,Damaged item,1126.93,approved,2025-11-30 04:10:52,full_load
4846,32845,98747,2025-03-23 04:40:36,Damaged item,7435.84,approved,2025-03-25 04:40:36,full_load
4847,32845,98744,2025-04-04 04:40:36,Missing parts,8165.42,processed,2025-04-08 04:40:36,full_load
4848,32851,98765,2025-05-04 22:57:09,Damaged item,501.68,approved,2025-05-09 22:57:09,full_load
4849,32851,98766,2025-05-02 22:57:09,Changed mind,935.14,approved,2025-05-08 22:57:09,full_load
4850,32853,98770,2024-08-06 23:41:54,Wrong item,102974.91,approved,2024-08-12 23:41:54,full_load
4851,32875,98834,2024-03-18 14:32:01,Changed mind,14419.29,processed,2024-03-19 14:32:01,full_load
4852,32875,98833,2024-03-11 14:32:01,Wrong item,2494.46,processed,2024-03-16 14:32:01,full_load
4853,32877,98838,2023-10-29 19:28:01,Size issue,2697.03,processed,2023-11-01 19:28:01,full_load
4854,32921,98990,2023-05-19 05:28:47,Missing parts,9590.4,processed,2023-05-23 05:28:47,full_load
4855,32943,99056,2024-07-18 17:56:01,Wrong item,133800.15,approved,2024-07-25 17:56:01,full_load
4856,32943,99055,2024-07-31 17:56:01,Changed mind,2355.65,approved,2024-08-02 17:56:01,full_load
4857,32946,99070,2023-07-01 23:58:02,Damaged item,495.68,approved,2023-07-08 23:58:02,full_load
4858,32946,99068,2023-06-27 23:58:02,Wrong item,1298.52,approved,2023-07-03 23:58:02,full_load
4859,32961,99117,2023-11-24 09:54:41,Damaged item,1740.93,processed,2023-11-26 09:54:41,full_load
4860,32961,99115,2023-11-28 09:54:41,Damaged item,1069.4,approved,2023-12-01 09:54:41,full_load
4861,32969,99139,2025-03-23 06:53:15,Wrong item,3227.22,approved,2025-03-28 06:53:15,full_load
4862,32969,99141,2025-03-20 06:53:15,Changed mind,9040.02,approved,2025-03-27 06:53:15,full_load
4863,32978,99171,2024-06-29 19:03:41,Changed mind,13546.94,approved,2024-06-30 19:03:41,full_load
4864,32978,99170,2024-07-05 19:03:41,Damaged item,3018.84,processed,2024-07-09 19:03:41,full_load
4865,32981,99179,2024-07-28 08:07:39,Wrong item,2799.58,approved,2024-07-30 08:07:39,full_load
4866,32995,99215,2023-12-01 16:52:32,Damaged item,38080.2,approved,2023-12-05 16:52:32,full_load
4867,32999,99223,2024-05-02 01:19:21,Wrong item,726.03,approved,2024-05-05 01:19:21,full_load
4868,33015,99268,2023-08-03 03:16:18,Late delivery,2601.73,processed,2023-08-08 03:16:18,full_load
4869,33021,99285,2023-05-19 22:44:32,Wrong item,12547.14,approved,2023-05-20 22:44:32,full_load
4870,33021,99284,2023-05-22 22:44:32,Late delivery,782.54,processed,2023-05-27 22:44:32,full_load
4871,33035,99323,2025-11-06 15:23:27,Damaged item,1210.33,approved,2025-11-10 15:23:27,full_load
4872,33049,99373,2023-10-03 07:51:01,Changed mind,11107.44,approved,2023-10-10 07:51:01,full_load
4873,33052,99382,2024-06-09 17:43:29,Missing parts,5986.57,approved,2024-06-16 17:43:29,full_load
4874,33052,99383,2024-06-09 17:43:29,Changed mind,2657.06,processed,2024-06-16 17:43:29,full_load
4875,33063,99410,2023-03-23 09:12:19,Wrong item,5622.16,approved,2023-03-25 09:12:19,full_load
